ID,Datacenter_location_input,Network_zone_Input,Environment_input,application_input,Vcenter,Vmware_datacenter,Vmware_cluster,Vmware_datastore_keyword,Vmware_datastore_name,Vmware_networks,Subnet_name,Vlan,Subnet_address,Subnet_gateway,Subnet_netmask,DNS1,DNS2,DNS3,DNS_Suffix,DNS_prefix,Timezone
614,DC1A,IDZ,,,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-600,IDZ-BOSS-CONF-66.0-29,VLAN 600,10.16.66.0/29,10.16.66.1,255.255.255.248,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
615,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-603,XE-IDZ-PRD-APP-66.32-27,VLAN 603,10.16.66.32/27,10.16.66.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
616,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-605,XE-IDZ-PRD-APP-66.64-27,VLAN 605,10.16.66.64/27,10.16.66.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
617,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-606,XE-IDZ-PRD-APP-66-96-27,VLAN 606,10.16.66.96/27,10.16.66.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
618,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-607,XE-IDZ-PRD-APP-66-128-27,VLAN 607,10.16.66.128/27,10.16.66.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
619,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-608,XE-IDZ-PRD-APP-66.160-27,VLAN 608,10.16.66.160/27,10.16.66.161,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
620,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-609,XE-IDZ-PRD-APP-66.192-27,VLAN 609,10.16.66.192/27,10.16.66.193,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
621,DC1A,IDZ,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-610,XE-IDZ-PRD-APP-66.224-27,VLAN 610,10.16.66.224/27,10.16.66.225,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
622,DC1A,IDZ,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-611,XE-IDZ-PRD-WEB-67.0-27,VLAN 611,10.16.67.0/27,10.16.67.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
623,DC1A,IDZ,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-612,XE-IDZ-PRD-WEB-67.32-27,VLAN 612,10.16.67.32/27,10.16.67.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
624,DC1A,IDZ,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-613,XE-IDZ-PRD-WEB-67.64-27,VLAN 613,10.16.67.64/27,10.16.67.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
625,DC1A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-614,XE-IDZ-STG-APP-67.96-27,VLAN 614,10.16.67.96/27,10.16.67.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
626,DC1A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-615,XE-IDZ-STG-APP-67.128-27,VLAN 615,10.16.67.128/27,10.16.67.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
627,DC1A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-616,XE-IDZ-STG-APP-67.160-27,VLAN 616,10.16.67.160/27,10.16.67.161,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
628,DC1A,IDZ,STAGE,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-617,XE-IDZ-STG-WEB-67.192-27,VLAN 617,10.16.67.192/27,10.16.67.193,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
629,DC1A,,,,,,,,,,XE-IDZ-STG-WEB-67.224-27,VLAN 618,10.16.67.224/27,10.16.67.225,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
630,DC1A,IDZ,STAGE,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-619,XE-IDZ-STG-WEB-68.0-27,VLAN 619,10.16.68.0/27,10.16.68.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
631,DC1A,IDZ,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-620,XE-IDZ-STG-APP-68.32-27,VLAN 620,10.16.68.32/27,10.16.68.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
632,DC1A,,,,,,,,,,XE-IDZ-STG-APP-68.64-27,VLAN 621,10.16.68.64/27,10.16.68.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
633,DC1A,IDZ,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-622,XE-IDZ-PRD-DBS-68.96-27,VLAN 622,10.16.68.96/27,10.16.68.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
634,DC1A,IDZ,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-623,XE-IDZ-PRD-DBS-68.128-27,VLAN 623,10.16.68.128/27,10.16.68.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
635,DC1A,,,,,,,,,,XE-IDZ-PRD-DBS-68.160-27,VLAN 624,10.16.68.160/27,10.16.68.161,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
636,DC1A,,,,,,,,,,XE-IDZ-PRD-DBS-68.192-27,VLAN 625,10.16.68.192/27,10.16.68.193,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
637,DC1A,IDZ,STAGE,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],iDMZ-VLAN-626,XE-IDZ-STG-DBS-68.224-27,VLAN 626,10.16.68.224/27,10.16.68.225,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
638,DC1A,,,,,,,,,,XE-IDZ-STG-DBS-69.0-27,VLAN 627,10.16.69.0/27,10.16.69.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
639,DC1A,,,,,,,,,,XE-IDZ-STG-DBS-69.32-27,VLAN 628,10.16.69.32/27,10.16.69.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
640,DC1A,,,,,,,,,,XE-IDZ-STG-DBS-69.64-27,VLAN 629,10.16.69.64/27,10.16.69.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
641,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-700,XE-ZN3-PRD-APP-100.64-27,VLAN 700,10.16.100.64/27,10.16.100.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
642,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-701,XE-ZN3-PRD-APP-100.96-27,VLAN 701,10.16.100.96/27,10.16.100.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
643,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-702,XE-ZN3-PRD-APP-100.128-27,VLAN 702,10.16.100.128/27,10.16.100.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
644,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-703,XE-ZN3-PRD-APP-100.160-27,VLAN 703,10.16.100.160/27,10.16.100.161,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
645,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-704,XE-ZN3-PRD-APP-100.192-27,VLAN 704,10.16.100.192/27,10.16.100.193,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
646,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-705,XE-ZN3-PRD-APP-100.224-27,VLAN 705,10.16.100.224/27,10.16.100.225,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
647,DC1A,ZN3,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-706,XE-ZN3-PRD-WEB-101.0-27,VLAN 706,10.16.101.0/27,10.16.101.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
648,DC1A,ZN3,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-707,XE-ZN3-PRD-WEB-101.32-27,VLAN 707,10.16.101.32/27,10.16.101.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
649,DC1A,ZN3,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-708,XE-ZN3-PRD-WEB-101.64-27,VLAN 708,10.16.101.64/27,10.16.101.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
650,DC1A,ZN3,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-709,XE-ZN3-PRD-DBS-101.96-27,VLAN 709,10.16.101.96/27,10.16.101.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
651,DC1A,ZN3,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-710,XE-ZN3-PRD-DBS-101.128-27,VLAN 710,10.16.101.128/27,10.16.101.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
652,DC1A,ZN3,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-711,XE-ZN3-PRD-DBS-101.160-27,VLAN 711,10.16.101.160/27,10.16.101.161,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
653,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-712,XE-ZN3-PRD-APP-101.192-27,VLAN 712,10.16.101.192/27,10.16.101.193,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
654,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-713,XE-ZN3-PRD-APP-101.224-27,VLAN 713,10.16.101.224/27,10.16.101.225,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
655,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-714,XE-ZN3-PRD-APP-102.0-27,VLAN 714,10.16.102.0/27,10.16.102.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
656,DC1A,ZN3,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],DMZ-VLAN-715,XE-ZN3-PRD-APP-102.32-27,VLAN 715,10.16.102.32/27,10.16.102.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
657,DC1A,ZN3,,,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],xDMZ-VLAN-739,ZONE3-APP2-100.32-27,VLAN 739,10.16.100.32/27,10.16.100.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
658,DC1A,ZN3,,,xe-s-vcsap01p.xe.abb.com,XELPG,XE-DMZCLU1,DMZ,DC1A_PRIMERA_DMZ_0[01-10],xDMZ-VLAN-740,ZONE3-APP1-100.0-27,VLAN 740,10.16.100.0/27,10.16.100.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
659,DC1A,Z1A,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1A-PRD-WEB-840,XE-Z1A-PRD-WEB-120.0-24,VLAN 840,10.16.120.0/24,10.16.120.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
660,DC1A,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1A-PRD-APP-841,XE-Z1A-PRD-APP-121.0-24,VLAN 841,10.16.121.0/24,10.16.121.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
661,DC1A,Z1A,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1A-PRD-WEB-842,XE-Z1A-PRD-WEB-122.0-24,VLAN 842,10.16.122.0/24,10.16.122.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
662,DC1A,Z1A,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1A-PRD-DBS-843,XE-Z1A-PRD-DBS-123.0-24,VLAN 843,10.16.123.0/24,10.16.123.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
663,DC1A,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1A-PRD-APP-844,XE-Z1A-PRD-APP-124.0-24,VLAN 844,10.16.124.0/24,10.16.124.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
664,DC1A,Z1A,STAGE,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0845,XE-Z1A-STG-DBS-125.0-24,VLAN 845,10.16.125.0/24,10.16.125.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
665,DC1A,Z1A,STAGE,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0846,XE-Z1A-STG-WEB-126.0-24,VLAN 846,10.16.126.0/24,10.16.126.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
666,DC1A,Z1A,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1A-PRD-DBS-847,XE-Z1A-PRD-DBS-127.0-24,VLAN 847,10.16.127.0/24,10.16.127.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
667,DC1A,Z1A,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0848,XE-Z1A-STG-APP-128.0-24,VLAN 848,10.16.128.0/24,10.16.128.1,255.255.255.0,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
668,DC1A,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-APP-755,XE-Z1B-PRD-APP-115.0-27,VLAN 755,10.16.115.0/27,10.16.115.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
669,DC1A,Z1B,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-WEB-756,XE-Z1B-PRD-WEB-115.32-27,VLAN 756,10.16.115.32/27,10.16.115.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
670,DC1A,Z1B,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-WEB-757,XE-Z1B-PRD-WEB-115-64-27,VLAN 757,10.16.115.64/27,10.16.115.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
671,DC1A,Z1B,PRODUCTION,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-DBS-758,XE-Z1B-PRD-DBS-115-96-27,VLAN 758,10.16.115.96/27,10.16.115.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
672,DC1A,Z1B,PRODUCTION,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-WEB-759,XE-Z1B-PRD-WEB-115-128-27,VLAN 759,10.16.115.128/27,10.16.115.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
673,DC1A,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-APP-760,XE-Z1B-PRD-APP-115.160-27 (Confidential),VLAN 760,10.16.115.160/27,10.16.115.161,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
674,DC1A,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],XE-Z1B-PRD-APP-761,XE-Z1B-PRD-APP-115.192-27 (Strictly-Confidential),VLAN 761,10.16.115.192/27,10.16.115.193,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
675,DC1A,Z1B,STAGE,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0762,XE-Z1B-STG-WEB-115.224-27,VLAN 762,10.16.115.224/27,10.16.115.225,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
676,DC1A,Z1B,STAGE,FE/BE,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0763,XE-Z1B-STG-WEB-119.0-27,VLAN 763,10.16.119.0/27,10.16.119.1,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
677,DC1A,Z1B,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0764,XE-Z1B-STG-APP-119.32-27,VLAN 764,10.16.119.32/27,10.16.119.33,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
678,DC1A,Z1B,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0765,XE-Z1B-STG-APP-115.64-27,VLAN 765,10.16.119.64/27,10.16.119.65,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
679,DC1A,Z1B,STAGE,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0766,XE-Z1B-STG-DBS-119.96-27,VLAN 766,10.16.119.96/27,10.16.119.97,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
680,DC1A,Z1B,STAGE,DB/IC/ID,xe-s-vcsap01p.xe.abb.com,XELPG,XE-NPCLU1,NONPROD,DC1A_PRIMERA_NONPROD_0[01-19],STAG-VLAN-0767,XE-Z1B-STG-DBS-119.128-27,VLAN 767,10.16.119.128/27,10.16.119.129,255.255.255.224,10.16.7.13,10.16.7.12,10.17.106.6,xe.abb.com,XE,W. Europe Standard Time
